user_name,facs_score,envr_score,serv_score,review,time,from
无是无非+++,4.0,3.5,4.0,好多人因为这里发生疫情被隔离了，悲哀,2022-05-31 00:10:00,东方新天地
dlyywxy,5.0,5.0,5.0,"我🉑️真是福大命大造化大呀！
        东方广场，地下车库管理员，核酸检测，阳性！
        全楼封停！消杀！
        美兆体检中心的院长刚才告诉我，东方广场发现阳性，前一周内，凡是去过的员工和顾客，不仅出弹窗，而且全部都接到流调电话📞☎️，居家隔离，7天，大白上门做核酸。
        我一直没去，所以🈚️事。",2022-05-22 08:59:00,东方新天地
Daniel,1.0,0.5,0.5,路过结果弹出窗，这辈子都不去了,2022-05-21 21:33:00,东方新天地
点小评6257733234,0.5,0.5,0.5,垃圾商场，有疫情了不关门，还让顾客进去，扫码后被居家隔离！严重不遵守疫情防控！,2022-05-21 12:56:00,东方新天地
匿名用户,4.0,4.0,4.0,很喜欢的一座商场，几十年了，希望疫情期间能挺住商场格局明亮通透，比现在很多新的购物中心不知道强多少倍！,2022-05-18 11:25:00,东方新天地
天王,3.5,4.0,2.5,"非常漂亮的建筑之声在这里真的是。高楼耸立，鳞次栉比，非常现代化的建筑。
中间是一个大的喷泉，非常的震撼，水流非常的冲，在天气好的时候，阳光明媚的时候还可以看到彩虹哦。
这里有很多外资企业和央企。很多白领中午在这里忙碌的工作着。",2022-05-14 13:26:00,东方新天地
春天的故事,3.0,3.5,2.5,"东方新天地就坐落于王府井的旁边，位置非常的便利，也非常的繁华，这里有很多写字楼，包括著名的企业都坐落在这里。
今天的天气非常好，晴空万里。在这一边欣赏着美丽的景色，一边品尝着咖啡，真的是太惬意了。服务员的态度也非常的棒，训练有素，让人非常满意。",2022-05-13 18:23:00,东方新天地
繁星点点,2.5,3.5,3.0,红旗飘飘，迎风招展，今天的北京天气格外晴朗，晴空万里，万里无云。恢宏的东方新天地在蓝天的映照下显得格外恢宏。喷泉非常的美丽。马路非常的整洁，东方广场是长安街。眼线最重要的建筑。里面有很多商业，办公，写字楼，吃喝玩乐在这里面应有尽有。停车停在地下就可以。非常喜欢这里,2022-05-13 16:04:00,东方新天地
只争朝夕不负韶华,0.5,5.0,0.5,"商场是好商场，但咱就是不知道为什么连个休息的座位都不设置。
是觉得大家都是马拉松选手还是迫使大家去各餐馆消费。
消费就消费也行了，但现在疫情期间，餐馆基本都歇业了，走的太累了就只能坐地上了，那就拜托商场物业把地拖干净点吧，我是真的会谢！",2022-05-12 18:26:00,东方新天地
摩卡toto,5.0,5.0,5.0,"最近大北京的YQ又来了，所以商场里人都很少，感觉东方天地的人气一直也是不温不火的，所以你看他的停车场🅿️还是挺有吸引力🧲的吧！

但是最不满意的还是商场的积分制度，必须要上传除了小票外，还要有购买记录凭证🧾的截图，对消费者来说有点烦琐且麻烦～",2022-05-05 12:25:00,东方新天地
龙飞凤舞,5.0,5.0,5.0,东方新天地从拿地、设计、施工到开门迎宾，充满了传奇和故事，也是王府井-东单黄金区域的地标。其带来的从观念到营销，到管理等，冲击着当时许许多多人的认知，同时，也成为教科书式的经典范例。黄金地段＋高端商业＋精明营销就是成功秘籍。,2022-05-05 10:49:00,东方新天地
一个半吃货,4.5,5.0,3.5,"王府井地铁可以直通东方新天地地下一层，有很多服装品牌，鞋子品牌等等。
地下一层吃的有很多，面包店，火锅，烤肉，快餐，甜品等等。
我比较喜欢逛这个地方主要是因为入驻这里的品牌不只是高端品牌，还有一些大众品牌，而且质量都很好。",2022-05-04 08:58:00,东方新天地
吃不吃荔枝哇,5.0,5.0,5.0,"为自己塑造好的情绪价值 / 精致都市女孩的护理计划

前段时间去东方新天地逛街，发现了有很多让我喜欢的店铺！
 
刚巧最近比较有空，所以就想去洗牙再去清洁一下面部，让自己下班之后放松一下心情~

 
瑞尔齿科
这是一家很有名的口腔诊所，算是国内比较高端的齿科服务，在全国各地都有店，因为我一直想去洗牙，所以就提前预约了一下！
 
进店之后没有等很久，先对牙齿进行简单检查之后就开始清理啦，洗的很干净，整个过程也很舒服，大家一定要记得牙齿清洁是第一位的哦！
 
之后就去了思妍丽清洁了一下皮肤，因为最近上班很忙，再加上春天换季皮肤容易干燥还起痘痘，所以就去护理了一下。
 
像我就有典型的脑门有痘痘，脸部比较干这一类的问题，一开始是进行了皮肤检测，可以知道自己的脸部具体情况，也是为了后续进行面部清洁和护理做准备。
 
整个过程很舒服，有面部按摩还有卸妆和清洁，之后会敷面膜，面膜之后还会有精华导入，我平时脑门上总有一些小痘痘，但是清洁之后感觉面部水润了很多，而且痘痘也变得平整了不少，就是很舒服，很适合下班之后的面部放松，我在护理的时候还睡着了嘻嘻，结束还有银耳粥和红枣水喝，总之就是非常满意！
 
真的很建议精致的猪猪女孩们平时一定要好好爱自己呀，通过一些外在的方法来帮助自己塑造好的情绪价值，这样才会生活的越来越开心呀~
 
地址：东方新天地
东城区东长安街1号 地铁1/8号线王府井站A/F口",2022-04-29 19:48:00,东方新天地
匿名用户,4.5,4.5,4.5,"每一次逛这里，总是感觉很高端，一层的奢侈品牌子很多，这里的人不太多，地下一层是美食和运动品牌比较多，我喜欢运动，所以每次来这里，都会在地下一层逛逛，然后再去吃个饭。

这家商场也是京城老牌子的上场，大部分的朋友都认识，也会逛街选择这里的。期待有很多的活动和惊喜。",2022-04-29 08:24:00,东方新天地
匿名用户,3.5,3.5,3.5,疫情下，对实体经济的冲击太大了。东单王府井临街的小商铺有的经营不下去了选择关门。然而东方新天地这类的大型商场也没有好到哪去。白天商场里没啥客人，专卖店里售货员比购物客人都要多。相对餐饮店铺的生意要好很多。,2022-04-28 14:35:00,东方新天地
火娃雁雁,4.0,4.0,4.5,"东方新天地曾经是王府井步行街蕞闪亮的那颗星，近几年随着周围商场的重装开业，显得稍有些老旧了。
所处地理位置真的优越，连接着金街–王府井商业街和银街–东单商业街，可以算是“老网红”了。感觉品牌选择和分布点乱，定位需要调整了。
来这里每次都是奔着餐饮店，B1层美食街可是我们喜欢的，避开十二点高峰，正餐、下午茶 ，晚餐，可以溜溜呆一天。",2022-04-28 12:01:00,东方新天地
Fruit,5.0,5.0,5.0,帮朋友买的，朋友出差太远来不了，也是两个人结婚纪念日的礼物，多年的好朋友真羡慕他们，也不知道怎么去选，幸亏店铺的销售员给的意见，虽然价格高，但是在直营店买的踏实，出了地铁就是店铺，也确实方便，没想到看的也挺晚的。,2022-04-23 20:03:00,东方新天地
白色黑八,3.5,3.5,3.5,"东方广场位于王府井大街最难北京商业核心商圈，位置地段应该是首屈一指的，临近天安门广场，写字楼商业的综合体
上下两层，每层估计至少500米以上距离，只多不少，所以以前号称是商业航母哈哈DDDD（懂得都懂）
现在是落寞了，无数空铺，商业定位不清晰，看不出来是中高端还是地段，总之好乱
把所有咖啡类全部放在一起可能是这个商场的一大特色吧，让咖啡品牌卷起来其实就是咖啡投入低，好开店，剩下的就根本不来这里开吧
招商不给力，服务差，没有管理，所以估计这个航母哈哈说到航母就想笑，快沉船啦",2022-04-20 16:16:00,东方新天地
hellriser,5.0,5.0,5.0,这里的东西聚便宜，超级划算，特别心动，这里的零食我都想全搬回来，这样心里就不养了，回家慢慢的吃，慢慢的造，伏尔加面膜会员价只要60元，进口零食，只要几元钱，超级心动，平常用的洗发水，也聚便宜，大家快来呦,2022-04-19 17:42:00,东方新天地
ADreamJLiang,5.0,5.0,5.0,商场环境很不错，而且很大，逛起来非常不错,2022-04-19 12:00:00,东方新天地
Amanda,5.0,5.0,4.5,东方新天地在金街王府井到银街东单之间，紧邻长安街，地理位置非常好，面积非常之大。停车下地库非常方便，还有多条地铁经过，交通非常好。这里的店铺还不错，品牌是偏大众化的，也有一些高端的奢饰品店，还有不少餐饮，吃饭也挺好。,2022-04-17 09:37:00,东方新天地
子非鱼_321260,4.5,4.5,4.5,离家近 ，周末经常会去 物品丰富！,2022-04-16 21:58:00,东方新天地
匿名用户,5.0,5.0,5.0,下了东单或者王府井地铁就能直接进入商场，喜欢来这里看电影，人少清静,2022-04-16 16:29:00,东方新天地
浅末年代_6672,5.0,5.0,5.0,今天休息的时候来，我来这个嗨特购逛了一圈嗯，平时到吃饭点的时候，我也会在这里边逛一下嗯，因为他这里面确实东西很便宜，然后买点小零食呀，饮品呀嗯，是比较划算的，像他们家的这个大牌子货嗯，纪梵希雅诗兰黛便宜的,2022-04-14 15:36:00,东方新天地
云桂,4.0,4.0,4.0,"一直忘记点评了。还是去年端午节去的，一转眼又要到端午节了。
作为王府井的地标性建筑，非常有人气。
是商业和写字楼的集合体。占地面积非常大，从王府井直铺东单，下雨天移动不愁。除了各种大牌，还有主题体验馆。
值得一去。",2022-04-13 18:31:00,东方新天地
宇食共享,4.5,5.0,5.0,东方新天地，位置在长安街上。这个商场开的很久了。估计有20多年了。这次路过进来看看，地下一层通地铁很方便。就是开车进来地库入口太窄新手要多注意。商场经营面积也很大，基本国内品牌都有，国际品牌个别有。吃的品牌非常多，基本快餐类的小吃类的在地下一层。设施设备保养的还不错，整个商场也干净卫生。,2022-04-13 16:16:00,东方新天地
点小评9754140118,4.5,4.5,4.5,"高端大气商品种类繁多琳琅满目
很值得一去的呀",2022-04-12 11:16:00,东方新天地
点小评8181875723,5.0,5.0,5.0,今天跟同事吃完饭，出来遛弯，看见的嗨特购，里面的东西巨便宜，平常想买的零食，不舍得买，现在可以放肆的购物了，棒棒糖只要5毛钱，竟然还有冰娃雪娃手办，还有皮卡丘的手办。超划算，非常值得购物的好地方，以后常来。。。,2022-04-11 19:11:00,东方新天地
Klinsmann,4.5,4.5,5.0,东方新天地购物中心，王府井地区地标性建筑，老牌的购物中心，屹立多年，紧邻着王府井步行街，商场分为上下二层，面积很大，高端大气上档次，品牌众多，平时商场人不多，环境很好，吃饭的地方也很多，有很多不错的选择。,2022-04-10 22:44:00,东方新天地
火龙果_7811,5.0,5.0,5.0,"东方广场位于繁华的王府井地区，与王府井步行街比邻。广场内国内外众多知名品牌，餐饮店，办公写字楼云集。我要更换电池的欧米茄手表旗舰店也在其中。
由于疫情防控，外地游客进京受限，广场区域内人流量不多，广场半弧形标志性建筑别致壮观，加之春暖花开，喷泉喷涌，置身于此感觉很舒服，令人心旷神怡。",2022-04-08 15:01:00,东方新天地
鑫竹,4.0,4.0,4.5,"推荐理由：
周末停车免六小时最赞，下面停车场很大。上面各种大牌和餐饮，适合购物和朋友小聚。地铁也特别方便，一号线和八号线直达商场内部。
tips：如果来王府井附近游玩，把车停这也挺好，毕竟附近停车场都挺贵的。",2022-04-08 12:45:00,东方新天地
LORY18,4.5,5.0,4.0,中央核心区绝对的顶级购物中心，从长安街可以直接进地下停车，还是挺方便的，就是停车费贵，18点后有优惠！我们从地下直接接驳到B1美食城，这里吃喝玩乐全包了，今天的行程是先看剧，再聚餐，然后逛商场消食！基本上一天都不用出商场！总体评价推荐！,2022-04-06 10:16:00,东方新天地
酸甜小柿饼,4.0,4.0,4.5,东方新天地是我跟闺蜜平时最喜欢逛的商场，因为它确实很大而且不管是什么年龄的人在里面都可以找到适合自己的品牌。饿了还可以去吃吃网红餐厅、累了可以去皮爷咖啡坐着歇会儿。而且整个东方新天地商场的工作人员态度都挺好，让人觉得很贴心。,2022-04-05 16:08:00,东方新天地
spinaa,4.5,4.5,4.5,之前东单得标志建筑 算是比较高端的商场 后来skp 中环开业了 里面的品牌也换来换去 像杰尼亚 博柏利都撤掉了 到了疫情这几年叫提夫尼和日默瓦都没了 餐饮也是换来换去 地铁五号线和一号线都有站 加上楼上众多写字楼的白领 客流量一直没减 希望多加些品牌和餐饮呀,2022-04-05 14:00:00,东方新天地
小狐狸,3.5,3.5,3.5,大概在10几年前，还是个大学生，表姐在这里的品味车苑上班，那时经常找她玩，觉得这里很洋气，也是在这里喝到了表姐买给我的人生第一杯星巴克咖啡太多年没去过了，偶然间和新同事约在了这里找东西喝，但是可选性也不是很多，休息的地方比较少。品牌方面没有仔细看，总体还不错吧，算是个充满回忆的地方,2022-04-03 18:17:00,东方新天地
永川,4.5,4.5,4.5,"位置：北京市东城区东长安街1号，长度刚好是一站地铁，王府井商业街和东单商业，中间有五星级酒店北京东方君悦大酒店(图5)，位置非常好，

布局: 楼层不高只有两层，里面餐饮还是很少的，想去吃饭就别去了，主要是箱包，珠宝首饰，衣服居多，有周大福，阿迪，小米等",2022-04-02 15:41:00,东方新天地
Elmio,5.0,5.0,5.0,直通地铁站的商场，一般都是坐地铁前逛一逛。地下一层好多吃的，各种咖啡店和各个地方美食餐厅。商铺的话有快时尚也有轻奢的品牌等，以及各种电子产品门店。一楼有AJ的专卖店，具体销售信息可以看公众号和小程序。一楼中庭可以打车，属于条件很便利的商场。,2022-04-01 17:25:00,东方新天地
两个人生活费,4.5,4.5,4.5,周末下午订完西装🤵在东城区逛街散步🚶‍♀️🚶，正好逛到东方新天地，发现了一个绝绝子的天桥，下午的景色真的好出片！用手机📱随便咔了几张觉得还是挺不错的～下次可以专门带相机来拍拍拍呀～东方新天地也还蛮好逛的～嘻嘻,2022-03-31 12:17:00,东方新天地
Shining,5.0,5.0,0.5,"新天地是从自己还是个娃逛到有娃的地方，商家环境不赘述了，好。

今儿必须要吐槽一下4区保安。带着我两岁的女儿骑着她的婴幼儿小滑板车 scoot and ride从金湖吃完饭出来，大周三的下午三点，被保安叫住，告诉我们不能骑，我这个大人不能带着她骑就算了，孩子也不能骑。。。大哥，国家都在叫要提高帮助我们年轻父母带娃的基础设施建设，你一个商场突然不让孩子骑婴幼儿的滑板车？？你知道要一个两岁的孩子自己走几百米的路对他们来说有多远多累么？走的有多慢么？要是父母必须抱着扛着还得拿东西再拎个滑板车得多累么？

有朋友说这新天地公然跟国家政策叫板啊？不不不咱也别上纲上线，也许就是今儿四区保安小领导自己的行为。是不是出来澄清一下呢。这以后还能不能遛娃？婴儿幼还能不能骑滑板车？为了避免误会，scoot and ride滑板车图片附上。谢谢。",2022-03-30 21:55:00,东方新天地
今天吃什么,5.0,5.0,5.0,位置好，停车方便，品牌齐全，餐饮丰富,2022-03-27 18:58:00,东方新天地
匿名用户,5.0,5.0,5.0,王府井这边最最方便的逛街去处，在长安街的边上，停车巨巨巨方便，里面停车位充足，商场内的人也比较少。不论是逛街还是吃饭，都感觉甚好。有的时候去王府井其他的地方，也是先到这里来，这里算是我来王府井的第一站。,2022-03-27 00:19:00,东方新天地
Jess_Cheung,5.0,5.0,5.0,"近两年的北京 似乎都是倒春寒的时候要下一场大雪 去年如此 今年亦是
三月还穿着羽绒服的我 在别人的相机里面 就是佩奇

“还想堆雪人吗”
“当然”

下雪天围着热腾腾的火锅 才是正确的态度（公司附近什么时候能开四川火锅哦

下雪天的工作日 也挡不住小朋友想看雪的心 没记错的话是19年 兴致勃勃地和贾老师去了颐和园拍雪景（因为周一故宫闭馆）漫天飞雪中开着实时定位寻找彼此 相遇之后雪也停了 人生充满惊喜不是吗

冬日恋歌 会实现的",2022-03-25 23:07:00,东方新天地
silviasu,2.5,2.5,0.5,现在服务真差。小程序自助积分总是审核不通过，咨询客服也没有任何回应。以后会尽量避免在这购物。,2022-03-25 09:43:00,东方新天地
张大啃,0.5,0.5,0.5,从北京到上海，这家店的服务真是最垃圾的一家，在上海了解的升级活动后在北京支付了费用，结果无法使用上海门店申请退掉升级费用改回原来的合同，我等了一个多月，次次都跟我说已经帮忙申请了，你们公司营运部门走个流程就这么垃圾吗，真是交钱容易退钱难，升级后我一天没用，承担百分之30违约金，还浪费我一个多月时间。垃圾公司等着投诉吧。,2022-03-21 19:01:00,东方新天地
最爱冰糖葫芦,5.0,5.0,5.0,就喜欢周末来王府井，东方新天地会员周末停车免费五小时，棒棒哒,2022-03-19 17:30:00,东方新天地
song,0.5,0.5,0.5,看着很高大上的写字楼，安全隐患这么重，没人反应吗？第一次来就撞到旋转门旁边的玻璃上了，保安还偷乐，什么心理？？幸灾乐祸吗？我被撞完之后说请问保安门在哪指着旋转门，我知道旋转门在哪就是想走推拉门呀，正常旋转门旁边不是应该有扇门吗？旋转门BB推车怎么推进去我想问？撞完立马嘴肿的严重，可气的是那些保安没有一个安慰的还在那里笑，只有一个保洁阿姨安慰我说她也被误导撞过，连工作人员都能撞到肯定不少人有我相同经历吧！如果再严重肯定告你门！以下图片是我刚被撞的样子！肿的疼！,2022-03-18 14:55:00,东方新天地
米粒的麻麻,4.5,4.5,4.5,店铺都开着 看不到曾经的热闹非凡 冷冷清清的 盼望YQ早日过去,2022-03-17 21:33:00,东方新天地
WENXIUYAO,5.0,4.5,5.0,"我的通勤上衣来自意大利的MYTENO品牌，看上去设计精致有流畅的线条
我的众多的衣服里就缺一件薰衣草紫色，穿上它也显得比较干净、白净和自信，面料是植物纤维，䄂口九分，虽然说价格有点小贵但是还是比较喜欢东方马天奴亚利。
购物环境很好，明亮的灯光，整齐的挂件。
女服务员善于交流，介绍每一款的衣服的款式和价格，很有耐心
关注公众号打9.5折RMB3312.00",2022-03-12 21:31:00,东方新天地
桃罐头,4.0,4.0,4.0,东方广场位于长安街北侧是一个超级大的综合性商场里面服装、首饰💍！餐饮品牌都很多，交通也很便利，地下停车场停车方便，地铁直通商场内部。以前比较喜欢来这里逛，但后来商场开得太多了，来这里的次数就越来越少。偶尔吃饭什么的约朋友会到这儿来。,2022-03-08 08:59:00,东方新天地
王大可爱,4.0,4.5,4.0,"王府井这边老牌地标性商场 开了很多年了 离地铁站最近 不需要上到地面层就可以直接进入商场 地下停车场也很大 所以无论是开车来还是坐地铁来 都很方便

占地面积比较大 里面的店铺有餐饮 购物 电影院等等 肯定能称得上一个休闲综合体",2022-03-06 14:52:00,东方新天地
鑫淼,5.0,5.0,5.0,十几年前就喜欢来这里逛，时尚前沿,2022-03-06 14:13:00,东方新天地
希昭,4.0,4.0,4.0,新天地也是老牌购物中心了，基本上住东西城的人，或者跨城约饭选中点的会在这。旁边新开的王府中环虽然更高端，但是总觉得门可罗雀，没啥人情人气。新天地则汇集中高端和快时尚品牌，上下两层各有侧重。其实最棒的还是吃饭便利，因为上面是写字楼，辟出大量餐饮空间，而周末人并不多。比起在apm排队等号，来这吃可是上佳选择了。,2022-03-06 08:19:00,东方新天地
wenyan1403,5.0,5.0,5.0,临时决定穿过东方新天地去王府井，商场太大了，没仔细逛，头一次来，感觉自己走的话应该会迷路，幸亏有家人一起。估计逛完得需要一天的时间，而且得有足够的体力这里集餐饮、娱乐、购物于一体，且交通方便，地铁、公交、自驾都可。,2022-03-03 22:02:00,东方新天地
snoobo,4.5,4.5,4.5,"这里算是老牌商场了，但是最近来了几回发现很不错，首先停车可以兑换五个小时免费，这一点在寸土寸金的王府井可是很难得的，而且车场很大，周末来也可以找到停车位。
总体来说，餐饮这里比较发达，总是能找到合适的去处。
人也不算多，比较清净",2022-03-03 18:22:00,东方新天地
匿名用户,5.0,5.0,5.0,经常去王府井 原来上学就在那附近 下课就跑去逛街啊，，，新天地地下一楼有好多好吃的 商户也特别多的 唯一就是太大了走一趟我真的会累死咱就是说 哈哈哈哈哈哈哈哈哈哈哈 过两天再去转转看看女王节有没有活动耶耶耶耶耶耶耶耶,2022-03-03 17:24:00,东方新天地
点小评2214692728,1.5,2.5,0.5,味道是吃过众多的米粉店家最差的一个。油大 肉沫就不是炒制出来的，说不出是用什么切的么 有股怪怪味道还酸不溜丢 恶心！一次就够了,2022-03-01 11:37:00,东方新天地
春暖花开,4.5,4.5,4.5,交通方便，种类很多。今天特意过来这边买书，和衣物。,2022-02-28 11:02:00,东方新天地
K.G..,5.0,5.0,5.0,商场整体来说、餐厅很多、购物的话不算太多、不过现在都是这种商场运行模式、以餐厅为主吸引顾客、毕竟民以食为天、,2022-02-28 08:49:00,东方新天地
coco奶盖,4.5,4.5,5.0,"📍整体商场就是很高级高端的感觉 地下地上东西都蛮多的

🔥好热好热 我只有一个想法就是：暖气给的好足

🔹里面的环境真的就是宽敞明亮的感觉 就是各个橱窗都擦得一尘不染

🙌还有个 中午在里面吃饭的人巨巨巨巨巨多 可能是在周围工作的人比较多",2022-02-27 23:22:00,东方新天地
创造77,4.5,4.0,4.0,"新天地面积超大，整体呈长方形的大型商业中心。
东临东单商业街，西连王府井商业街，南靠长安街，地理位置十分优越；交通非常便利，地铁东单和王府井两站都能到达。
商场多个进出口处，都会有安保把控查验，内部的环境卫生较整洁干净。标牌指示一般，感觉不够明显，如想具体去哪个店的话，还是要咨询一下才能找到。
中心集购物、娱乐、餐饮于一体的综合性场所，云集各大服装、鞋帽、首饰等知名品牌，真要逛全了的话，估计的多半天时间。",2022-02-27 21:22:00,东方新天地
培,5.0,5.0,5.0,带孩子去王府井步行街去玩，走到东方里边逛了逛，看见这里也有丝芙兰就进去逛逛，想着回去给老婆带个小礼物，感觉这里很干净，还挺有气氛的，牌子还挺全，柜姐一路介绍，还挺有耐心的，柜姐说娇兰的唇膏高级限定，还是销量的，决定买这个送：给她个惊喜！,2022-02-20 10:42:00,东方新天地
朝阳区景甜,5.0,5.0,5.0,"春节太忙没顾得上买新衣服，开春了果断逛街shopping，女孩子的快乐就是买买买！

💕Juicy Coutune
我发现女孩子越是年龄增长，越对粉粉嫩嫩的衣服和颜色抵抗不了。丝绒运动装是它家的明星产品了，试了一套迪士尼联名款真的是显白又年轻。千鸟格的衣服外套开春正好穿，通勤必备。
💕Marc O' Polo
这家就是北欧休闲风了，又挑中了一件粉色针织衫。短款外套🧥也是十分亮眼。毛呢外套都有不错的折扣，打折季的末期不妨试试看。",2022-02-17 18:11:00,东方新天地
stkgame,4.5,4.5,4.5,"中午饭后，溜达溜达，饭后百步走，就来到这里。
之前印象里特别长的一条室内商业街，这次来不知道怎么会变短了……
门口的二维码还算清晰，不然有些地方的二维码扫着太费劲了。
客流密度没有那么高，店铺里也算宽裕，空气质量虽然不能和郊外比，但也能感觉到有新风系统。",2022-02-16 20:32:00,东方新天地
爱美食,4.5,4.5,4.5,春节期间带着老婆孩子去王府井儿，在这家商场逛了逛，东西还是比较全的，主要是我把车放在了这家商场地下，孩子比较喜欢这边儿的运动品牌，商场里头，商场外，步行街都有很多，不是节假日的时候，人也不是很多 ，可以比较舒服的逛逛 。,2022-02-16 16:39:00,东方新天地
天天好心情,4.5,4.5,4.5,"长安街上的大型商场，吃饭，购物，电影院通通具备。
一层的店铺不乏钻石，珠宝首饰等高端门店。
地下一层小吃街，面包店，电影院可以满足日常逛街需要。看完电影饿了出来吃点饭，shopping一下回家。非常不错的选择。",2022-02-15 14:50:00,东方新天地
匿名用户,0.5,0.5,0.5,走廊挺长，没有座位休息，挺没人性的，没把顾客当人看，简简单单消费者。,2022-02-14 16:25:00,东方新天地
莫名宝呗,5.0,5.0,5.0,"虽然离我不算近，也是常来逛的商场之一！不用我介绍也知道算是北京小高端的商场了！其它商场没有的品牌只能来这里选择了！商场几个区域分的很明确，去哪个品牌都特别好找，谈不上贵不贵，只看需要不需要
停车凭积分或者购物券免费三小时，一般情况一小时10元！
有百老汇影院，看个电影，吃个饭，买买衣服算是休闲游了！",2022-02-11 10:26:00,东方新天地
猪猪,5.0,5.0,5.0,"位置：北京东长安街1号
东方新天地的面积12万平方米，从东单北大街一直跨越到王府井大街，东邻北京国际饭店、全国妇联、北京站、远处能看到中国尊，北侧是协和医院东院区、王府井步行街、南边北京医院、东单公园、同仁医院、西边天安门广场，位置相当的好，非常的壮观！
这里有多元化的购物环境，游客多，环境宽敞明亮，大气，东方新天地现已成为不少知名品牌店的首选地点
由于临近王府井商业街，人流量大，特别是观光旅游的客人较多，地铁站又与此相连，是国内外游客购物、就餐、娱乐、休闲的理想场所。",2022-02-10 15:03:00,东方新天地
墩墩兔崽仔,4.0,4.0,4.0,"东方新天地作为王府井步行街最南边的商场，有着王府井标志物的作用。
像一个长长的天阶，自西向东，西门开在王府井地铁站站口，东门就在东单站了，可见东方新天地有多长。
这几天冰墩墩在王府井工美大卖，随处可见排队的人群。让本就对逛街提不起兴趣的我，更发觉得生无可恋。",2022-02-07 00:23:00,东方新天地
佳佳逛吃大北京,5.0,5.0,5.0,"用大型商场来描述东方新天地已经不能足以说明它的程度了；
一眼看不到头
简直就是一条大街
不能说在逛商场；
就说在逛街呢；
所以说，从东单到王府井你就从东方新天地这条街穿过去即可；
大街的概念已经远远不是它原有的定义了。",2022-02-05 10:08:00,东方新天地
Evie,4.5,4.5,4.5,"东单路口西北角，各种品牌很齐全，午休时间来吃个饭或者逛街都很方便，还有电影院。
环境干净",2022-02-05 09:35:00,东方新天地
温蒂,4.5,4.5,2.5,商场不错。但是品牌没有以前好了。。款式也不是特别新。吃饭的地方挺多的。中午休息有时都在这吃饭。也会在这里买包啊鞋什么的。就是商场积分挺烦人的。需要小票和截屏。基本截屏积分都审核不过。都说图像不清楚。挺烦人的买了个包也没积分。说是图片不清晰。我发的交易截屏还要怎么清楚。一点不人性化。其他的地方电话号码就积分了,2022-02-04 16:33:00,东方新天地
胖丫_1027,5.0,5.0,5.0,夜幕降临长安街天安门广场上，华灯璀璨，灯光闪烁，各大建筑物都勾勒出炫彩的灯光。开车行驶其中，感受大北京的美好，感受祖国的富强。在新年之际我衷心的祝愿我们伟大的祖国繁荣昌盛，祝愿冬奥会圆满成功，辞旧迎新，虎年吉祥。,2022-02-01 20:26:00,东方新天地
木木无名,4.5,4.5,4.5,"东方新天地，位于：东华门街道东长安街1号💋

交通：🚏地铁1号或8号线到王府井站A东北出口步行300米左右🚈

占地面积约12万平方米，东方新天地现已成为不少知名品牌店的首选地点，也成为北京白领、国内外游客购物、就餐、娱乐、休闲的理想场所。",2022-01-30 00:22:00,东方新天地
风生水起626,3.5,3.5,3.5,"东方新天地商场
这家商场开了有很多年了，交通很方便，坐地铁从王府井站或者东单站下车都可以进入这家商场，难得的是，在长安街他们家店门口，长安街路边上居然还能看得见邮桶！由于这家商场盖的比较早，所以跟现在大的商场布局不太一样！",2022-01-27 15:29:00,东方新天地
久久_6910,4.5,4.5,4.5,"不知道春节购物去哪里？新天地不二之选

元旦结束，过年🧨的氛围日渐浓厚了，今天出门时小区就都已经装饰起来了。我也赶紧去置办了，前几天弟弟过来，带着去王府井逛了一圈～（毕竟也好久没去了）

晚上王府井大街的话行人还是挺多的，出了地铁站就看到一个超级震撼的灯光阶梯，完全没人，但是建议手机📱0.5倍广角拍摄🎬，这样比较拍全。再往前走可以看到型灯箱，挺显眼的，可以拍两张，添添喜气！

商场购物的话必然选东方新天地了，款式多牌子全，反正我个人习惯每次来王府井购物的话都是来东方新天地。看了几个牌子，分享如下：

天梭Tissot：试了个限定的表，蓝气球最为表的点缀，黑色表带⌚️+金属表盘，简洁大气啊，现在真的感觉越简单的东西，越好看。
（目前会员可以9⃣️5⃣️折）

ERDOS：这个我个人一只很喜欢，虽然牌子很多年，但是衣服穿起来真的都特别有质感。每次碰到活动时都会入手。这次试了2套，最后买了🐑绒开衫。手感非常软糯，天冷当个小内搭再合适不过了～（2个活动：会员9⃣️5⃣️折VS 2⃣️件—400）

SLY：这个就比较时尚了，都是年轻人喜欢💕的居多，款式比较新颖、时尚！试了一套复古💑套装，但是我身高不是很高，所以枣红色丝绒裙推荐高个子女生哦！另外一套是🦓斑马纹的小开衫，我今年真的太中意开衫，因为实在是太方便了！（活动力度很大，2⃣️件8折，部分5-7.5折）",2022-01-19 09:29:00,东方新天地
春天的云,5.0,4.5,4.5,"年前过来，人并不多。路过几家店都不需要扫健康宝。一般都是在LG层活动，阿迪达斯店挺大的，新款也多。以前要等好久的火锅店也没有排队，不知道是不是工作日的缘故，整体很清净，商场里环境很好。
楼上衣服有大牌，也有平价的。",2022-01-18 19:07:00,东方新天地
