"name","item","item 2","item 3","review-truncated-words","review-words","time"
"朱古力萝卜丝儿","设施：4.0","环境：4.0","服务：4.0","","PIXAR～可惜没有独立的苏利文，苏利文是一个大毛怪门，毛茸茸也很可爱！最后入了草莓熊挂件25R～挂在包包上，叮叮当当开心～～～","2022-09-19 11:22"
"春秋","设施：5.0","环境：5.0","服务：4.5","","非常不错的一个商场，整个商场里面非常大是另外一个名字是新东安广场。里面吃的喝的。购物商店什么的非常多。","2022-09-18 23:17"
"bibby84","设施：4.0","环境：4.0","服务：4.0","皮克斯特展
关于交通：apm楼下有停车位，不过价格不便宜。地铁的话金鱼胡同直达，十分方便。
关于展览：展...","皮克斯特展
关于交通：apm楼下有停车位，不过价格不便宜。地铁的话金鱼胡同直达，十分方便。
关于展览：展览两个区域，一个是快闪店，一个是购物店，面积都不大。快闪店适合拍照，满满的回忆。不过人不少，平时还可以。","2022-09-18 22:51"
"zhjx26","设施：4.5","环境：4.5","服务：4.5","","进来溜达溜达，挺不错。五层，六层好的美食。","2022-09-18 22:17"
"stephanie423","设施：4.0","环境：4.0","服务：3.5","好久没来东边溜达了，带娃来apm看个小展，卡通的孩子很喜欢，在三眼怪前后来来回回穿梭，有一个小汽车是草...","好久没来东边溜达了，带娃来apm看个小展，卡通的孩子很喜欢，在三眼怪前后来来回回穿梭，有一个小汽车是草莓熊的也很可爱，很适合带娃来拍照，唤起了童年的回忆，推荐给妈妈们速度前去打卡留念，到9月25日就要结束了。","2022-09-18 14:39"
"点小评7013717759","设施：5.0","环境：5.0","服务：5.0","","美味，服务员小姐姐也很热情。主要是味道好吃，环境也很干净卫生，下次还会来","2022-09-18 14:04"
"稚初_","设施：5.0","环境：5.0","服务：5.0","展览：皮克斯“皮”一下主题展
         在王府井apm 一层，可以见到很多可爱的朋友真的太棒啦
     ...","展览：皮克斯“皮”一下主题展
         在王府井apm 一层，可以见到很多可爱的朋友真的太棒啦
         喜欢拍照的可以来免费打卡拍照，彩色的背景又很出片，还有一些周边帆布包、钥匙扣玩具公仔等可以享有，快来一起围观吧🥰","2022-09-18 13:43"
"December.laundry","设施：5.0","环境：5.0","服务：5.0","好久没来王府井大街了，今天来到东安市场他的新名字叫APM，没想到进入这里给了我们一个大大大的惊喜，现代...","好久没来王府井大街了，今天来到东安市场他的新名字叫APM，没想到进入这里给了我们一个大大大的惊喜，现代靓丽时尚的视觉冲击力强大，品牌也有了很大程度的提升，国际大牌云集，每一家品牌的店面装修设计都很博眼球，个性十足又充满活力的气息，让你忍不住就会进去逛逛，商场整体的感觉就是超级高大上起来了。","2022-09-18 10:21"
"食肉主义代表","设施：4.5","环境：4.5","服务：4.5","位置在王府井大街那块，坐地铁从金鱼胡同B口出就直接是了，很近，都不用出地铁，商场挺新的，里面打扫的也...","位置在王府井大街那块，坐地铁从金鱼胡同B口出就直接是了，很近，都不用出地铁，商场挺新的，里面打扫的也很干净，商场入驻了非常多的品牌，可以逛的店还是挺多的，逛累了还可以上六楼去吃饭，餐厅也很多，选择不少，是休假逛街游玩非常不错的选择哦。","2022-09-17 22:08"
"泡沫胶囊","设施：4.5","环境：4.5","服务：4.5","周末逛街
意外闯进了 Apm后身的都市丛林
宠物有好
对爱宠人士来说那可是在有好不过呦
初秋北京舒畅的天气☁️...","周末逛街
意外闯进了 Apm后身的都市丛林
宠物有好
对爱宠人士来说那可是在有好不过呦
初秋北京舒畅的天气☁️
待着你最好的朋友👬
来打卡满满文艺气息的小市集
确实是个不错的选择
现场关注公共号
还有小礼品曾送的哟
具体礼品是什么来了就知道了
活动名称：北京apmx伍德吃托克 x KOLON
SPORT 都市从林秀
活动时间：2022年9月3日-9月4日、9月10日-9
8128 .
97178-97188
每日13:00-20:00
活动地址：北京apm 王府井东街花园 （近 Dior)","2022-09-17 20:52"
"Sundy","设施：4.0","环境：4.0","服务：4.0","皮克斯“皮”一下 | 美女打卡、溜娃的好去处

   PIXAR正在新东安APM举办皮克斯“皮”一下，快闪活...","皮克斯“皮”一下 | 美女打卡、溜娃的好去处

   PIXAR正在新东安APM举办皮克斯“皮”一下，快闪活动，活动截止到9月25日赶紧冲！

   在APM大厅搭建了一个皮克斯的动画世界，很多动画片是我们儿时看过的。草莓熊、毛怪苏利文、忧忧、巴斯光年、三眼仔等。

    特别适合一家三口带着娃来拍照，全家福也不错哟。美女的卡哇伊动作，找回曾经的少年。整个画面就是艳丽明快的感觉。

    现场还有很多玩具、玩偶出售，特别是那个草莓熊特受欢迎。

北京探店|达人探店|网红打卡|购物中心摄影|快闪活动|快闪店|北京摄影|北京约拍|PIXAR|皮克斯皮一下","2022-09-17 20:51"
"阳光的刀笔小吏","设施：4.5","环境：4.5","服务：4.5","","这次展览挺不错的，手办等价格都不贵，可以来打卡哟","2022-09-17 19:34"
"牛排牛牛牛","设施：4.5","环境：4.5","服务：4.5","皮克斯皮一下快闪店还有几天就要撤店了，想来参观的要抓紧时间，就到9月25日。分布在商场三个位置，以玩具...","皮克斯皮一下快闪店还有几天就要撤店了，想来参观的要抓紧时间，就到9月25日。分布在商场三个位置，以玩具总动员怪兽电力公司中的卡通人物造型为主要展出，好几个大家熟悉的形象都是适合拍照📸打卡的，同时售卖周边系列的商品，注册apm会员还有卡通口罩赠送。","2022-09-17 19:11"
"W小小小M","设施：5.0","环境：5.0","服务：5.0","周末来遛娃～孩子很爱来王府井APM，因为这里的泡泡玛特是款式最多最全的店，最近APM在搞活动“皮克斯皮一下...","周末来遛娃～孩子很爱来王府井APM，因为这里的泡泡玛特是款式最多最全的店，最近APM在搞活动“皮克斯皮一下”特别适合打卡拍照📷三眼怪真的超级可爱颜色很正，非常吸引孩子，周末来的早人不多，基本上下午晚上才会上人，带着孩子跑跑真的非常合适！","2022-09-17 18:22"
"我还是曾经那个少年","设施：3.5","环境：4.0","服务：3.5","打卡【皮克斯“皮”一下】北京首展
时间：2022年8月18日～9月25日
交通：地铁8号线“金鱼胡同”站
主...","打卡【皮克斯“皮”一下】北京首展
时间：2022年8月18日～9月25日
交通：地铁8号线“金鱼胡同”站
主展区：王府井北京apm一层中庭
快闪店：王府井北京apm地下2层（手机注册北京apm会员可免费🆓领取纪念版口罩一只）","2022-09-17 17:11"
"不合时宜的火种","设施：3.5","环境：3.5","服务：3.5","","公司附近，午休总去。还是挺好逛的，有什么需要都可以满足。","2022-09-17 14:27"
"匿名用户","设施：4.5","环境：4.5","服务：4.5","饭后到apm消消食儿，进门就看到了大厅里的玩具总动员，小小的一个地方，好多人都在排队拍照

快消品牌像的...","饭后到apm消消食儿，进门就看到了大厅里的玩具总动员，小小的一个地方，好多人都在排队拍照

快消品牌像的基本都有，是个不错的逛街选项

中秋去逛了优衣库，里面的货号很全，而且试衣间不用等位，真的很nice

就是不知道为什么apm有很多🇰🇷人，刚进门就碰到一堆，没走几步又碰上一对","2022-09-17 14:04"
"于","设施：3.5","环境：3.5","服务：4.5","","不错，很难吃，味道分享好。炒汤圆强烈推荐","2022-09-16 21:07"
"yinger07","设施：5.0","环境：5.0","服务：5.0","三眼仔重度小爱好者今天特别满意，各种拍拍拍
8月18日-9月25日，限时一个月，就在王府井
apm~注册 Apm会员...","三眼仔重度小爱好者今天特别满意，各种拍拍拍
8月18日-9月25日，限时一个月，就在王府井
apm~注册 Apm会员领取打卡地图，可去B2快闪
店免费领取口罩和小贴纸。
还可以在一层阿迪达斯店门口的快闪店购买 299
元的限量福袋，传说草莓熊的超值~三眼仔的不太
友好，东西有点少。","2022-09-15 21:39"
"小妖_464914","设施：4.0","环境：4.0","服务：4.0","皮克斯快闪登陆北京王府井apm啦！一起来“皮”一下呗
时间:2022.08.18到2022.09.25
分两个展区...","皮克斯快闪登陆北京王府井apm啦！一起来“皮”一下呗
时间:2022.08.18到2022.09.25
分两个展区B区中庭和C区中庭
以草莓熊为主，当然巴斯光年，三眼仔也是有的。颜色超鲜艳一眼就可以看到（很醒目），温馨提示:开门就去人不多，好拍照","2022-09-15 16:05"
"K2","设施：5.0","环境：5.0","服务：5.0","在北京这么多年了，头一次逛apm虽然不大但是品牌很全，而且和附近商场都是连着的 非常方便，哈哈哈一楼还放...","在北京这么多年了，头一次逛apm虽然不大但是品牌很全，而且和附近商场都是连着的 非常方便，哈哈哈一楼还放了这个可爱的小车很多小孩子都忍不住摸摸车
可以带女朋友来逛逛化妆品 二楼有一些服饰，楼上吃的也很多哦 值得一逛","2022-09-15 00:10"
"soPig灬","设施：5.0","环境：4.5","服务：4.5","非常喜欢逛的一个商场。不太喜欢人多的地方，这个商场的人流量刚好，不会很多。而且商家种类非常齐全，吃喝...","非常喜欢逛的一个商场。不太喜欢人多的地方，这个商场的人流量刚好，不会很多。而且商家种类非常齐全，吃喝玩乐都可以搞定。商场有一个很大的苹果店，护肤品店也非常多，有兰蔻旗舰店，雅诗兰黛旗舰店等等。衣服鞋子包包店也很多，非常适合各个小公主。","2022-09-14 23:45"
"洋妈0306","设施：5.0","环境：5.0","服务：5.0","来apm，正好赶上皮克斯展览，孩子特别激动，感觉像到了迪士尼一样。里面有玩具总动员的草莓熊，巴斯光年，...","来apm，正好赶上皮克斯展览，孩子特别激动，感觉像到了迪士尼一样。里面有玩具总动员的草莓熊，巴斯光年，还有怪物工厂的穿梭门，还原电影场景。头脑特工队里的忧忧也在这。特列时候打卡拍照。地下还有一个模仿迪士尼的商店，特别适合购物。只是他是阶段性的展览，能赶上拍几张照片还是不错的。","2022-09-14 22:02"
"发条吃橙子","设施：4.5","环境：5.0","服务：4.5","中秋假期，逛了下王府井～
路过apm门口看见皮克斯标志性台灯和五角星皮球很吸引人！进去才知道原来是商场最...","中秋假期，逛了下王府井～
路过apm门口看见皮克斯标志性台灯和五角星皮球很吸引人！进去才知道原来是商场最联名活动，一层大厅还有专门的展厅和📸拍照区。有不少小朋友和大朋友都在那边合影。展出的也是一些皮克斯非常经典的动画角色：瓦力机器人🤖、怪兽公司、玩具总动员和头脑特工队等等。情怀满满，动漫周边也有一起售卖。","2022-09-14 20:15"
"Shining","设施：4.0","环境：4.5","服务：4.5","八月底去的，为了看迪士尼快闪。现在还没结束，大家抓紧…两个快闪店图一图二。迪士尼商品小贵，按需购买。...","八月底去的，为了看迪士尼快闪。现在还没结束，大家抓紧…两个快闪店图一图二。迪士尼商品小贵，按需购买。在图一，近apm正门的店，领取打卡明信片，然后到地下二层领取迪士尼口罩一片。apm楼上有些服装店已关，不太热闹。","2022-09-14 19:50"
"【已注销用户】","设施：3.5","环境：3.5","服务：3.5","","皮克斯快闪店 没看到别人拍的巴斯光年呢","2022-09-14 18:25"
"我为吃狂ww","设施：4.5","环境：4.5","服务：4.5","六层的美食，从品牌知名度、到格调、到价位，让人有点眼花缭乱。但选择性也非常大。

论购物，一层的Dior等...","六层的美食，从品牌知名度、到格调、到价位，让人有点眼花缭乱。但选择性也非常大。

论购物，一层的Dior等护肤彩妆、lulu运动健身品牌……值得一看。

交通便利，门口有公交和地铁。

个人觉得不论逛王府井还是故宫、国博等地方游览，就餐到这里选择性比较大。","2022-09-14 17:56"
"cc再吃一颗苹果","设施：4.0","环境：3.5","服务：4.0","来王府井肯定就要逛apm啦。招商的店都挺好的。有apple，大疆啊。吃的也很多，必吃榜的店有几家，就是排队离...","来王府井肯定就要逛apm啦。招商的店都挺好的。有apple，大疆啊。吃的也很多，必吃榜的店有几家，就是排队离谱。衣服店也很多。设施设备相对不错。5-6楼的厕所只有马桶，4楼有蹲便。母婴室应该是卫生死角，比较脏。","2022-09-14 13:02"
"biu_nAn","设施：3.5","环境：3.5","服务：1.0","","在阿迪达斯消费的，有点不方便的是，在二楼三楼选的衣服，只能在一楼买单，然后有个人买单买了半个小时也没弄清楚，服务员也不管我门，问了几次也不给我买单，整个店那么多人只有一个人在负责收银，","2022-09-13 22:00"
"Zzzi","设施：4.5","环境：4.5","服务：4.5","APM偶遇皮克斯，现在人也不多，还是挺好拍的！草莓熊，巴斯光年，三眼仔，忧忧，毛怪，瓦力，各种周边，捂...","APM偶遇皮克斯，现在人也不多，还是挺好拍的！草莓熊，巴斯光年，三眼仔，忧忧，毛怪，瓦力，各种周边，捂好钱包，个人觉得有些确实不值得买。。。0元看个可可爱爱的展拍一拍照还是很棒的，可惜小朋友不那么感兴趣，一直拽我们走，要去智己开车。。。没有拍尽兴！！","2022-09-13 16:34"
"CC的碎碎念念","设施：4.0","环境：4.0","服务：4.0","出了地铁站就能直接进商场看到快闪店，东西不是很多，以草莓熊为主，体验感比较一般，没什么参与感。

温馨...","出了地铁站就能直接进商场看到快闪店，东西不是很多，以草莓熊为主，体验感比较一般，没什么参与感。

温馨提示，假期的时候人有点多，拍照需要“抢”。

最大的那个展台找了半天才找到，应该多一些醒目的指路提示就更好了。","2022-09-13 15:38"
"啾啾妈","设施：0.5","环境：0.5","服务：0.5","中秋逛个商场吧，吃顿涮肉，入秋了嘛，补补，没给我热死！让把空调开大点儿，服务员说是中央空调，不知道是...","中秋逛个商场吧，吃顿涮肉，入秋了嘛，补补，没给我热死！让把空调开大点儿，服务员说是中央空调，不知道是商家的问题还是商场的问题，最近什么气温不知道么？？我老公顺脖子往下流汗！！节省开支也不能这么节省吧？！离降温就还几天了，不能替顾客考虑一下么？？之前因为蟑螂对这里就不太有好感，这回又+1","2022-09-13 11:50"
"韩静静_4665","设施：5.0","环境：5.0","服务：5.0","","商场东侧有个都市丛林小集市，很好玩。","2022-09-12 19:48"
"薄荷柠檬茶公主","设施：3.5","环境：3.5","服务：3.5","趁着中秋放假来王府井apm店来看皮克斯，到了后本想着来“皮”一下的，看到小小的展台瞬间失望了，关...","趁着中秋放假来王府井apm店来看皮克斯，到了后本想着来“皮”一下的，看到小小的展台瞬间失望了，关键是还分两个展区，一个是在B区中庭，另外一个是在C区中庭。不过颜色还是很好的，五颜六色的吸引了好多前来购物的人观看，店里的小东西也是个挺可爱的，配色很好颜值很高，喜欢的可以前去拍拍照哈！","2022-09-11
  更新于2022-09-12 19:29"
"DeerLu","设施：4.5","环境：4.5","服务：4.5","不愧是时尚洞察力和创造力的领头羊，
一进门就被这中式未来主义的氛围震撼到。
-
Luxemporium睿锦尚品定位...","不愧是时尚洞察力和创造力的领头羊，
一进门就被这中式未来主义的氛围震撼到。
-
Luxemporium睿锦尚品定位高端时尚，采用潮奢买手制，拥有600+国际一线奢侈品牌、独立设计师品牌和高街潮牌。特邀中法设计工作室 ALL Design Studio 以“梦回盛世”为概念，中西融合将过去现在与未来不同时段东安市场的历史串联，带来耳目一新的沉浸式潮奢消费体验。
-
推荐几个区域：
🕶️
一楼南边顶天立地的墨镜墙太有视觉冲击力了，选择了FENDI这款简约大气。
👗
二楼东侧DRY CLEAN ONLY 黑色礼服好有趣，品牌的remake元素体现了时尚与环保相融合的设计理念。
🧸
一楼北边的星月夜主题小熊置景特梦幻，是来自巴黎的13DE MARZO时尚品牌。
👜
一楼一进门就能看到BY FAR的快闪店，整体橙/黄色系呈现满满的千禧感和自信的时尚理念。
-
ootd
🧥西装：
贝尼尼的日记Studio
解构主义设计理念的西装，领部门襟和袖口拼接了衬衫结构，营造叠穿效果。版型和材质也很不戳，挺括有垂坠感，卡其色与白色的搭配经典又时尚。
-
敬佩东安睿锦对中华文化的传承与创新精神和表现能力，期待未来更多精彩的设计和产品呈现。","2022-09-12 18:35"
"C可乐.爱上冰.","设施：5.0","环境：5.0","服务：4.5","假期的尾巴——王府井大街apm一层大厅。一进门就被草莓熊吸引！三眼仔，巴斯光年等有趣的玩偶，周边琳琅满...","假期的尾巴——王府井大街apm一层大厅。一进门就被草莓熊吸引！三眼仔，巴斯光年等有趣的玩偶，周边琳琅满目！是不是很想带一个回去？
     8-19到9-25快来打卡北京apm皮克斯“皮”一下2022全国首展！喜欢的朋友们快来打卡拍照","2022-09-12 17:32"
"舒心dpuser_0492098203","设施：5.0","环境：4.5","服务：4.5","北京apm潮出圈！皮克斯“皮”一下，2022动漫首秀亮相王府井北京apm购物中心，趁着中秋假期赶快来潮，保你秒...","北京apm潮出圈！皮克斯“皮”一下，2022动漫首秀亮相王府井北京apm购物中心，趁着中秋假期赶快来潮，保你秒回童年。经典的《玩具总动员》中的牛仔胡迪、巴斯光年、深入人心的小丑鱼Nemo、又凶又萌的草莓熊……追忆属于你的快乐时光，幸福就是每一个微小的生活愿望的达成。#快来皮一下#","2022-09-12 17:02"
"L0ver0522","设施：2.5","环境：2.5","服务：2.5","我真的太生气了。就差一天，哈利波特的展就没有了，说是因为不可抗力的因素。我觉得你既然选择在这个最繁华...","我真的太生气了。就差一天，哈利波特的展就没有了，说是因为不可抗力的因素。我觉得你既然选择在这个最繁华的城市，最繁华的区域开，就应该想到后果，限流，时间，都可以提前准备好。现在宣传出去了。因为第一天人员火爆，担心这个，担心那个，要干嘛去了！而且你不让进去，可以把东西都继续摆放好呀，大家在外面看一眼，拍个照片留个纪念也很不错。全部收进去了却不撤所有，太不像话了","2022-09-12 16:40"
"小星星爱吃饭","设施：4.0","环境：4.0","服务：4.0","apm有几年没来了，感觉还是那样吧，前前后后调整了好几次，就是感觉新鲜一点，品牌什么的也没有太大更新。
...","apm有几年没来了，感觉还是那样吧，前前后后调整了好几次，就是感觉新鲜一点，品牌什么的也没有太大更新。
地下一层的商户全改成了运动品牌，还是比较全的，一层的lulu家人多，新款本季上了不少，感觉有点审美疲劳了，设计没有什么突破。","2022-09-12 16:24"
"调皮小男孩","设施：5.0","环境：5.0","服务：5.0","位于王府井新东安内的apm可算是地标建筑啦，步行街上的一个重量级商圈，这里每日的客流不计其数。今天带着...","位于王府井新东安内的apm可算是地标建筑啦，步行街上的一个重量级商圈，这里每日的客流不计其数。今天带着娃娃们光顾游玩，偶遇迪士尼展览和人物公仔的纪念品售卖，很多熟悉的动画人物都被以各种类型的表达方式展示和出售，着实让年轻人和小孩子们还有有着情怀和记忆的人群们爱不释手，喜爱至极，纷纷都争先恐后的拍照📸纪念，我也加入了行列。还有特别制作的可爱草莓熊汽车🍓🐻🚘，非常有意思。","2022-09-12 00:28"
"Tina61angle","设施：4.5","环境：4.5","服务：4.5","他就是一个很大的，一个商场里面的东西还是挺多的，然后有喜欢的话可以去逛一逛人流量还行，没...","他就是一个很大的，一个商场里面的东西还是挺多的，然后有喜欢的话可以去逛一逛人流量还行，没有说人流量特别的大相比较而言，属于中等的一个情况吧，然后也是就是放假或者是跟朋友，然后可以一起去转一转哈哈","2022-09-11 21:24"
"阿甘_1029","设施：4.5","环境：4.5","服务：4.5","","逛街的好地方，人多热闹，品牌也多，赞","2022-09-11 20:01"
"陆履行","设施：5.0","环境：5.0","服务：5.0","北京潮流新地标🛒宝藏集合店

没想到王府井里藏着一家这么好逛的买手制百货🛍 东安睿锦 全都是潮流又小众...","北京潮流新地标🛒宝藏集合店

没想到王府井里藏着一家这么好逛的买手制百货🛍 东安睿锦 全都是潮流又小众的品牌，想要的单品这全都能找到！而且店铺的装修风格真的好酷，一进门就看中了一款Dior的墨镜，好显脸小啊

一楼布置了13DEMARZO的活动装置， 他家的小熊真的太可爱了🐻

还有BY FAR快闪活动，橙色和黄色搭配很有冲击力，传达出敢于表达时尚观念和生活态度的力量

二楼还有DRY CLEAN ONLY 的22年春夏系列，靠收集旧时尚单品，留其原本的Vintage元素，独特的氛围感赋予他们新生命。
三层是鞋子区和潮玩区，好多限量版在这都能找到，简直是买手店中一站式购物首选","2022-09-11 16:58"
"匿名用户","设施：3.5","环境：3.5","服务：1.5","","没了？就这么没了？？？放的也太少了吧","2022-09-11 15:58"
"匿名用户","设施：4.5","环境：4.5","服务：4.5","好久不去apm感觉已经少了往日的辉煌，餐饮店也是换了一批又一批，猛然发现鳗鳗的爱也没有了…这次皮克斯的...","好久不去apm感觉已经少了往日的辉煌，餐饮店也是换了一批又一批，猛然发现鳗鳗的爱也没有了…这次皮克斯的展，在一楼大厅处，尽管布置的很简单，但依然吸引了很多人。朋友买了很多三眼仔周边，但好像也没有特别的限定款。","2022-09-11 15:13"
"gennki元气","设施：5.0","环境：5.0","服务：5.0","▪️王府井作为老北京著名的步行街 如今已经""咸鱼翻身""
彻底开启时尚潮流的新进阶阶段🆕
紧邻apm的东安睿锦...","▪️王府井作为老北京著名的步行街 如今已经""咸鱼翻身""
彻底开启时尚潮流的新进阶阶段🆕
紧邻apm的东安睿锦是我最近特别爱去逛的买手集合商场🏬
国内外各大设计师品牌集合 非常齐全 
装修也非常新潮 逛街自带沉浸式体验感 真的又好逛又好拍🛍
·
📍bloomhub 
▪️第一次在北京的商场里见到一整面的墨镜墙
实在是太炫酷了🕶️ 而且墨镜种类十分齐全
DIOR FENDI CELINE GUCCI....在这里试墨镜 简直是女明星附体了🕺
·
📍13DE MARZO
▪️我超爱的13DE MARZO秋冬款终于上新！
除了超可爱的小熊打卡点还有东安独家款🐻
毛绒绒软乎乎的熊熊谁能不爱 它家衣服的亮点就是每件衣服都有可爱的立体小熊
姐妹快冲👭
·
📍By Far
▪️By Far这几年越做越好了 都市丽人几乎人手一包👜
这次联手By Far打造了限时快闪
黄色的毛绒装置真的很衬By Far的气质👩🏻
打卡点持续到9.30 目前买包包还有送钥匙扣活动🔑
·
📍DRY CLEAN ONLY
▪️这是我最近新种草的品牌
DRY CLEAN ONLY 最初靠收集旧时尚单品
通过Remake打造出独特的Vintage感
位于商场2F 可以来看看秋冬新款哦🩰
·
▪️东安睿锦
📍北京市东城区王府井大街138号","2022-09-11 08:26"
"张一陌Emo","设施：4.5","环境：4.5","服务：4.5","apm是源自于香港的大型购物商场，王府井这个是老东安市场改造的，整体时尚感上了一个level，经...","apm是源自于香港的大型购物商场，王府井这个是老东安市场改造的，整体时尚感上了一个level，经常会有很多展，可选择的美食也非常多～

北京菜推荐大小董和局气，江浙特色外婆，外国菜可以考虑博殿日料或泰谣泰国菜～

商场楼下有超大的Apple Store，出来可以直接逛王府井步行街，不过这边人流密集，打车不太好打，离地铁站又稍微有点路。","2022-09-10
  更新于2022-09-11 01:32"
"vicky0321","设施：5.0","环境：5.0","服务：5.0","","适合遛娃，楼上吃饭的地方很多～王府井最值得逛的一家商场！","2022-09-11 00:02"
"少说话多吃饭","设施：2.0","环境：1.0","服务：1.0","来之前有多期待，来之后就有多失望。
我其实非常非常喜欢皮克斯的动漫，所以当听说有这个展览的时候，我非...","来之前有多期待，来之后就有多失望。
我其实非常非常喜欢皮克斯的动漫，所以当听说有这个展览的时候，我非常期待来看，而且看到大家上传图片，哇，真叫一个美。而且我已经做好了买一大堆周边的准备。结果，大失所望。感觉就是借着皮克斯的壳，打造一个噱头。
商场门口的皮克斯经典小台灯，刚看到的时候我还有一点小期待，进来以后就到了一层大厅中间的展览位置。机器人瓦力，草莓熊向我招手，然后进到展区，一共走了30步，结束。唯一的互动环节就是打开灯球的开关放在架子上，唤起大家《头脑特工队》的记忆。
能照相的地方也是屈指可数，有巴斯光年、三眼仔，几个吧，基本也就没啥了。
再说快闪店里的商品吧，以草莓熊和三眼仔为主，也有胡迪，感觉也就没啥特别的了。价格倒是不贵，保温杯150吧，钥匙扣25吧。但是产品的种类少啊，感觉没什么特别心动想买的呀。瓦力在哪儿？
我一共买了三个钥匙扣，本以为还能得到一个纸袋，或者至少有人跟我说一声，您是否需要纸袋？结果，问都不问我，直接贴上一个塑料签，就交给我了。还有一个让人不开心的事，回家看了某电商平台，同款钥匙扣要便宜30%，我买贵了。
顺便来看看就可以了，没有必要特别来打卡。","2022-09-10 21:12"
"June3799","设施：5.0","环境：5.0","服务：5.0","王府井潮流新地标｜可以看展式购物的买手店
和朋友来王府井逛街吃饭，被这家充满未来感的展览所吸引，走进...","王府井潮流新地标｜可以看展式购物的买手店
和朋友来王府井逛街吃饭，被这家充满未来感的展览所吸引，走进去一看才知道，原来他是一家买手店。据说是特邀中法设计工作室 ALL Design Studio 对东安市场的建筑结构进行重新演绎，每一个角落都超级好拍，品牌也非常齐全，真是收获满满的一天～
-
商店共三层，每层都有自己独特的设计风格：
1⃣️层“形塑东安”
主打中式主义结构，借鉴了传统中国建筑中的天花板以及柱子的结构，运用现代的语言重新链接过去与未来。我最爱的还是那个片墨镜墙，试戴上很爱的Dior 、Fendi 新款墨镜随手就是大片🆒
2⃣️层“幻聚东安”
这里可以找到各种国内外品牌的成衣系列，适合风格各异的时髦们，买完衣服还可以到香化区选喜欢的香薰回家，很贴心了～
3⃣️层“云艺东安”
将潮流的新鲜玩意都聚集在这里，潮鞋潮玩，户外运动套装、中国设计师原创品牌等都集合到一起。
-
这次去逛街这几家潮流品牌设置了有趣装置：
🐻13DE MARZO
一个来自巴黎的时尚品牌，小熊挂件是该品牌具有象征性的标识。随本次博物馆艺术家联名系列及东安独家款上新，以梵高的星月夜为主题，打造了属于自己的梦幻小屋，应该没有女孩儿可以拒绝吧！
👜BY FAR
到本月底都可以在这里看到由品牌亲自操刀打造早秋主题北京首发POP UP快闪。采用千禧感的饱和色系与新系列的设计语言，传达女孩们的热情个性！小小tips：它家每款包包都可以和特制钥匙扣一起带走哦～
👗DRY CLEAN ONLY 
是来自🇹🇭的品牌，专注打造独属于 干洗 的REMAKE潮流市场。这件展品礼服就能看出这个品牌的魅力所在。
---------------------------------------------
🏠店铺名称：东安睿锦
📍地址：北京市东城区王府井大街138号（跟apm相连）
🅿️停车：apm地下停车场","2022-09-10 18:20"
"爱吃鱼的小草莓","设施：4.0","环境：4.0","服务：4.0","📆时间：2022-8-18—9-25
🏛地点：北京apm
📸ෆ..咔咔一通拍𖠦𖠦 ⸝ ⸝ ⸝
喜欢粉嫩嫩的草莓熊🐻[亲亲...","📆时间：2022-8-18—9-25
🏛地点：北京apm
📸ෆ..咔咔一通拍𖠦𖠦 ⸝ ⸝ ⸝
喜欢粉嫩嫩的草莓熊🐻
背景板粉嫩嫩的巴斯光年🤖
超级超级绿的三眼怪
说实话这个草莓熊排队是真长  可能大家真的都很喜欢这个","2022-09-10 18:12"
"大分子儿","设施：4.5","环境：4.5","服务：4.5","北京有皮克斯展啦！
刚好周末去了王府井，去Apm炫饭的同志们，
请不要错过拍照📷留念的好机会假装到...","北京有皮克斯展啦！
刚好周末去了王府井，去Apm炫饭的同志们，
请不要错过拍照📷留念的好机会假装到了迪斯尼
拍照机位推荐哈，
1草莓🍓🐻熊，熊超级大
2巴斯光年，嗯，大猪蹄儿说马上我就跟巴斯光年一样高可以去保卫世界了哈哈😆
3大眼怪合影墙，哈哈，进去融为一体就对了
敲重点
我不说，你不说，谁知道我不是去了迪斯尼哈哈😆关建还不要门票
照骗女汉子到此一游，推荐闲来无事去逛逛哈
玩具不多，拍照足矣","2022-09-10 17:52"
"小木头","设施：5.0","环境：5.0","服务：5.0","商场很大，和朋友在王府井逛街，来这里溜达了两天。吃的喝的比较多，随手就能买个饮料喝喝，不过，人真的太...","商场很大，和朋友在王府井逛街，来这里溜达了两天。吃的喝的比较多，随手就能买个饮料喝喝，不过，人真的太多了，所有卖饮料的店铺都坐满了没位置，而且防疫需要，店铺还限流。商店跟多不过想挑选几件衣服也是挺难的。","2022-09-10 12:15"
"乌拉拉拉氏纯圆","设施：4.5","环境：4.5","服务：4.5","工作日路过这边，顺便参观了一下皮克斯的快闪店从远处看像是个色彩鲜艳的礼物盒子里面展示了6个皮...","工作日路过这边，顺便参观了一下皮克斯的快闪店从远处看像是个色彩鲜艳的礼物盒子里面展示了6个皮克斯的主角卡通形象地方不大，走马观花的话10分钟左右可以逛完，里面的周边快闪商店可以逛下，有些小纪念品还是是的收藏的如果来apm逛街可以顺路去看下。特意去就没必要了哦","2022-09-10 09:45"
"台风","设施：5.0","环境：5.0","服务：5.0","","很久没有来这个商场了，上次来还是几年前。上家公司在这附近，所以偶尔来，一晃几年了，很多事情都变了，人也变了，商场还是那个商场。物是人非事事休。总体很棒，很开心，人不少。「北京apm」","2022-09-10 09:26"
