"name","item","item 2","item 3","review-truncated-words","review-words","time"
"Bluepaoaya","设施：5.0","环境：5.0","服务：4.0","天安门附近为数不多的一家人少好逛的商场。
由东西两侧的商场连接而成，有目的地找店的时候一定要看清楚是...","天安门附近为数不多的一家人少好逛的商场。
由东西两侧的商场连接而成，有目的地找店的时候一定要看清楚是哪一侧，避免跑错。
一楼是一线大牌，从二楼开始就相对亲民了。负一楼以运动品牌为主，有under armor亚洲最大旗舰店。
餐厅基本在顶层两层楼，选择很多，性价比也是不错的。
可以主来注册商城会员，有活动还可以抵扣停车费。","2021-11-24 18:22"
"DKY大橋","设施：5.0","环境：5.0","服务：5.0","虽然在北京的一票商场中品牌不是最全的
但是莫名的喜欢来这里逛街或者吃饭

可能是洗手间的环境简直不要太...","虽然在北京的一票商场中品牌不是最全的
但是莫名的喜欢来这里逛街或者吃饭

可能是洗手间的环境简直不要太舒适
（居然因为洗手间而爱上一个商场。 羞！）
整个一五星酒店的配置
洗手间入口处有沙发、有壁柜、有香氛，洗手间内空间超大，设施齐全

商场的环境也很舒适，主要是人真的不算太多
大部分品牌都不需要排队，工作人员也比较nice

商场直通Mandarin Oriental文华酒店，买完直接送到房间
有钱快乐真好","2021-11-24 16:56"
"弘弘子","设施：5.0","环境：5.0","服务：5.0","在王府井看王家卫御用摄影师的摄影展。
大师的作品果然不一般，
每一张照片都值得好好回味。
看到孙燕姿那...","在王府井看王家卫御用摄影师的摄影展。
大师的作品果然不一般，
每一张照片都值得好好回味。
看到孙燕姿那张有点吃惊，不一样的视觉感。
最喜欢图六的两个女生提着行李和灯笼在街道有说有笑的画面，故事感很强，情绪饱满，感觉都要把自己都要代入进去了。非常值得去看的一个摄影展。
上午11点开门去没啥人，有包场的感觉，
拍照无人打扰。很爽啊～
到了12点以后人就陆续来了。","2021-11-24 10:56"
"川内小香菜","设施：4.5","环境：4.5","服务：4.5","·
夏永康：摄影师、导演、艺术家
1997年和王家卫合作拍摄电影《春光乍泄》，而后成为王家卫导演的御用摄影...","·
夏永康：摄影师、导演、艺术家
1997年和王家卫合作拍摄电影《春光乍泄》，而后成为王家卫导演的御用摄影师，作品包括《花样年华》《2046》《爱神》等
夏永康老师在平面摄影、电影摄影、装置艺术等领域不断尝试和突破。
“夏永康的作品仿佛通往想象世界的一把锁，透过锁眼想内张望，里面是一个我所爱、所欣赏、所赞叹的禁地，一个让每个观众沉浸其中的大观世界，这个奇幻世界融入了戏剧叙事，打通了两者之间的界限。”
·
《MOODS情绪》艺术展
展览一共有7个主题：怀旧 | 幻想 | 渴望 | 激情 | 活力 | 沉迷 | 遐想
浓烈的色彩、氛围感、人物神情和肢体表达都具有着强烈的故事感
黑白片也有很鲜明的个人风格","2021-11-23 18:53"
"是Rebecca呀","设施：5.0","环境：5.0","服务：5.0","❄️𝐁𝐔𝐑𝐓𝐎𝐍-御雪之境❄️
无法开板的雪季，🏂
得到了些许宽慰。🤍💙
第一块拥有的单板就是Burton...","❄️𝐁𝐔𝐑𝐓𝐎𝐍-御雪之境❄️
无法开板的雪季，🏂
得到了些许宽慰。🤍💙
第一块拥有的单板就是Burton，
这个展于我来说意义更加重大！
❄️🏂由 BURTON 主办的单板滑雪文化艺术展览 带领单板滑雪风潮的 BURTON 这次又带来了数十块 BURTON 经典传奇雪板和44 年单板运动历史影像 ，BURTON还和3 位国际知名艺术家跨界合作 ，打造了一场沉浸式单板文化体验之旅。
❄️🏂展览以 BURTON 创始人“单板之魂”Jake Burton 的故事展开，介绍了 Jake 发明和推广 现代单板运动的传奇故事、BURTON 品牌的发展史和单板文化的进化历程。
❄️📍🔍王府中環三层（位置很显眼很好找）
    🎫：免费🆓
   ⚠️虽然是免费但需要提前在小程序中预约观展时段哦！
    vx小程序直接搜索🔍Burton御雪之境就可以免费预约啦！
   📅展览日期：2021.11.6-12.5
❄️进门前台处小哥哥小姐姐会扫码核实，特殊时期FY工作也没有懈怠另外还可以注册Burton会员，凭积分免费🆓领取品牌方给大家准备的小礼物单板🏂磁贴盲盒！！看看你们会拆出哪一款单板叭！
   看完展我就要去开板啦！各位小伙伴们快冲啊！看完这个展背心会有更多感动和热爱！

｜帝都看展｜北京看展｜最有意义的展｜单板滑雪｜新雪季｜冬奥｜","2021-11-18
  更新于2021-11-23 11:08"
"大宝的花园","设施：5.0","环境：5.0","服务：5.0","喜欢滑雪的朋友要来看欧

在王府中环三楼东区

需要预约现场或者是小程序预约（御雪之境）

展出是免...","喜欢滑雪的朋友要来看欧

在王府中环三楼东区

需要预约现场或者是小程序预约（御雪之境）

展出是免费的欧，拍照打卡也比较方便人不多。

里面有不同的场景，空间还是挺大的。风格整体都挺好的，随便拍照就可以出片。

快和小伙伴一起来吧","2021-11-22 16:27"
"于念慈","设施：4.5","环境：4.5","服务：4.5","一直想打卡夏永康北京各展，但因为yq停了一段时间，现在又开展了马上约了朋友去打卡。

展览地点在王府中環...","一直想打卡夏永康北京各展，但因为yq停了一段时间，现在又开展了马上约了朋友去打卡。

展览地点在王府中環旁边的四合院，展览面积不大，主要展出了夏永康个人经典作品，以及一些时装短片。

8个展厅的主题分别是：怀旧 · 激情 · 幻想 · 活⼒ · 沉迷 · 渴望 · 遐想。

印象最深的几幅作品是张曼玉的背影照，那冲出镜头的生命力也太迷人了，女神不愧是女神啊！

还有舒淇的小雀斑，太有feel了，很自然很独立，很有个性。

不过最想看的还是《花样年华》剧照，作为我心中最爱的电影，夏永康的镜头也是完美呈现出一种暧昧感～

总之，喜欢港风和王家卫的宝子千万不要错过哦～","2021-11-22 16:15"
"DD十一","设施：4.0","环境：4.0","服务：4.0","","一般般吧，感觉看不了一个小时，应该是7-8个展厅，每个厅很小，不过可以和喜欢的人逛逛，然后去吃涮肉哈哈","2021-11-22 13:12"
"匿名用户","设施：4.5","环境：4.5","服务：4.5","和男朋友还有闺蜜一起来去年的户外滑冰场，冰场不大，晚上去有小灯灯装饰，整体很有氛围，非常适合拍照噢。...","和男朋友还有闺蜜一起来去年的户外滑冰场，冰场不大，晚上去有小灯灯装饰，整体很有氛围，非常适合拍照噢。
我感觉那个冰鞋不太好滑，也可能是冰面的原因，滑不太动。人比较多，专程要滑冰的还是去专业场地比较合适～这边就是拍拍照","2021-11-20 17:07"
"欲将心事付瑶琴2010","设施：4.5","环境：4.5","服务：4.0","这家商场开了几年我还是第一次来，在游人如织的王府井金街上，它是个独特的存在。
虽然大牌云集，也有一些...","这家商场开了几年我还是第一次来，在游人如织的王府井金街上，它是个独特的存在。
虽然大牌云集，也有一些价格较亲民的品牌，比如COS、theory。
一楼的Mulberry应该是北京的旗舰店，包包款式很多，sales态度很好。有家专门做软木包的，色彩艳丽，设计独特，听说还有手工体验课。
楼里的餐饮相对其他店铺人气更旺些，不过赶上饭点，也是需要等位。","2021-11-19 20:50"
"小熊猫西西","设施：5.0","环境：5.0","服务：5.0","","冬天的晚上
加上疫情监测影响
售货员比客人多！","2021-11-18 20:25"
"锅底儿有货","设施：4.0","环境：4.0","服务：4.0","","服务非常好 购物环境也很好 人非常少 整体都不错！","2021-11-17 17:35"
"闪闪发光的BlingBling","设施：4.5","环境：4.5","服务：4.5","📍王府中環三層
☃️冬季主題展覽

🕌冰雪小鎮
冬季運動品牌展銷會
BOGNER ROSSIGNOL等

⛷御雪之境
BOGNER...","📍王府中環三層
☃️冬季主題展覽

🕌冰雪小鎮
冬季運動品牌展銷會
BOGNER ROSSIGNOL等

⛷御雪之境
BOGNER品牌单板滑雪文化展览
品牌诞生-创始人-单板进化史-滑雪文化-设计师合作
可以全方位了解滑雪的历史

创意装置也值得一看
无需预约，进场扫码关注品牌公众号给盲盒小礼品
（不同设计的滑板冰箱贴）

爱滑雪的朋友们可以参观了解下，然后吃个饭
完美","2021-11-16 16:58"
"jeffcooler","设施：5.0","环境：5.0","服务：4.5","“人约黄昏后，月上柳梢头”

去王府中环，下了车就看到了这幅画面。冬日清冷的月光下，一切显得都很沉静，...","“人约黄昏后，月上柳梢头”

去王府中环，下了车就看到了这幅画面。冬日清冷的月光下，一切显得都很沉静，商场底商咖啡馆/甜品店里柔和的灯光就显得格外的温暖，让人不自觉地就想赶快进去坐坐。
本来想去看个Burton的小展览，结果到了说关门了，网上预约到晚上八点，七点就不开了，诚心嘛不是…..","2021-11-16 14:10"
"YoyoBaby","设施：5.0","环境：5.0","服务：5.0","在北京非常喜欢的一家商场，夏天在周围走走很舒服。里面有很多一线品牌，当然没有国贸什么的全，但是再往前...","在北京非常喜欢的一家商场，夏天在周围走走很舒服。里面有很多一线品牌，当然没有国贸什么的全，但是再往前走走就是王府半岛酒店，所以也还好。

里面餐厅有好多，配套设施也很齐全，厕所是一大亮点巨高级哈哈哈

非常推荐来，就是周末人太多","2021-11-16 12:13"
"匿名用户","设施：5.0","环境：5.0","服务：5.0","一直觉得日本得商场“人文关怀”很重，洗手间环境好，无论年轻得潮人，还是优雅的老妇人，都会驻足洗手间专...","一直觉得日本得商场“人文关怀”很重，洗手间环境好，无论年轻得潮人，还是优雅的老妇人，都会驻足洗手间专门设立的化妆室补一下妆容，对他人的礼貌也好，取悦自己也好。初到王府中环，印象最深的就是这里的洗手间了，真的不错，非常干净。一个商场的细节足以打动我。
现在商场外面还有“sun cycle”展，非常美！推荐一定要去！！！","2019-09-12
  更新于2021-11-16 10:45"
"*段小小***","设施：4.5","环境：4.5","服务：4.5","#BURTON御雪之境#  ​​​
念冬日，
念阳光，
念无忧无虑，
念忘记一切！
今天和单板🏂来了个亲密接触
BURTON...","#BURTON御雪之境#  ​​​
念冬日，
念阳光，
念无忧无虑，
念忘记一切！
今天和单板🏂来了个亲密接触
BURTON的单板滑雪文化艺术展览来北京了。里面有各种珍贵的雪板。
13块珍藏的雪板、单板传奇装备大合集和
国际知名的艺术家作品。
 #BURTON御雪之境# 在这里随便怎么拍都很出片。","2021-11-16 05:23"
"zhaoyufan","设施：5.0","环境：5.0","服务：5.0","","人不多，购物环境静得下来，品质还不错，楼上有饭店，停车方便。","2021-11-14 21:58"
"维维豆奶","设施：4.5","环境：4.5","服务：4.5","王府中环 BURTON 御雪之境
位置：王府中环三层
展厅不是很大，对于爱好滑雪者来说，逛一逛雪具展也是很开心...","王府中环 BURTON 御雪之境
位置：王府中环三层
展厅不是很大，对于爱好滑雪者来说，逛一逛雪具展也是很开心的，整个一层都有滑雪的气氛，还有个专门卖雪服的，样子款式都比较新款，喜欢滑雪的可以去看看，到场赠送了一个雪板冰箱贴，很可爱～","2021-11-14 21:16"
"糖果鱼","设施：4.5","环境：5.0","服务：5.0","国内首个burton单板滑雪文化展
展览整体面积不大，有数十块经典雪板展示，每处拍照都很上镜，适合穿酷一些...","国内首个burton单板滑雪文化展
展览整体面积不大，有数十块经典雪板展示，每处拍照都很上镜，适合穿酷一些的滑雪装。
里侧有一处滑雪光影洞，不停变换背景，特别炫酷。
另一边有滑雪板制作机器展示，那里有雪板和眼镜等穿戴设备可以用来拍照哦！
在同楼层还有冰雪小屋，里面有圣诞树和小熊小猪座椅，适合逛累了休息
地点：
王府中環3层，跟着指示牌走就能找到
时间：
2021年11月6日-12月5日
预约：
御雪之境小程序直接预约，进门验码，注册会员还会赠送滑板冰箱贴盲盒","2021-11-14 15:46"
"baby_cai_娜塔","设施：4.0","环境：4.0","服务：4.0","王府井商圈最高端的商场之一，地理位置得天独厚，环境宽敞明亮，布局结构合理，商户各具特色。
B1户外运动...","王府井商圈最高端的商场之一，地理位置得天独厚，环境宽敞明亮，布局结构合理，商户各具特色。
B1户外运动，珠宝💎手饰。
1⃣️层囯际奢饰品牌，2⃣️层眼镜店，摄影，素食餐厅🍴
3⃣️层超好吃😋的蟹道日料控必打卡。
4⃣️层 都是知名餐饮，总有一家合你胃口。
5⃣️层 文华东方酒店🏨享受高大上的服务。
总结：风尚潮流的标杆，一站式购物的乐趣。","2021-11-14 15:09"
"hoteller","设施：5.0","环境：5.0","服务：5.0","周末遛娃好去处啊。
尤其是东区三层的冰雪小镇，孩子喜欢的不要不要的。
还有西区的草坪，好多孩子和小狗在...","周末遛娃好去处啊。
尤其是东区三层的冰雪小镇，孩子喜欢的不要不要的。
还有西区的草坪，好多孩子和小狗在上面玩。
孩子玩的都不想走了。
希望能多多举办一些亲子的活动，让家长和孩子都可以放松一下。
如果停车能再优惠一些就好了。","2021-11-14 11:49"
"Evangelinethink","设施：5.0","环境：5.0","服务：5.0","双11光顾着给自己买东西了，老公委屈巴巴的啥也没有，周末领着他来买点东西！ 他健身多所以去under Armour ...","双11光顾着给自己买东西了，老公委屈巴巴的啥也没有，周末领着他来买点东西！ 他健身多所以去under Armour 买点运动衣服鞋子啥的， 这家店太大了！ 我感觉是我去过的最大的店子了没有之一！ 双11结束后，店里也没啥人，商场里也没啥人。
我个人是蛮喜欢中环的，主要是干净人少！ 灯光是暖色调，很warm， home 的感觉！ 来逛逛吃吃东西蛮开心的，","2021-11-14 01:42"
"L0ver0522","设施：4.5","环境：4.5","服务：4.5","Burton 御雪之境
新开的展，带着小樱桃过来体验一把，先来看看装备吧，喜欢的不得了，还有个模拟体验的滑板...","Burton 御雪之境
新开的展，带着小樱桃过来体验一把，先来看看装备吧，喜欢的不得了，还有个模拟体验的滑板，脚也不知道套哪，手也不知道抓哪，依旧玩的超开心。一定要在微信公众号王府中環上面提前预约，预约完了以后还有个公众号，提示扫码注册会员送一个滑板🛹盲盒。没有抽到隐藏款","2021-11-13 20:52"
"瓜瓜面包","设施：5.0","环境：5.0","服务：5.0","","又到滑雪的季节啦！逛街遇到Burton的展，里面真有不少好东西，打卡拍照的好地方，还送了单板盲盒","2021-11-12 22:39"
"leapingtiger","设施：5.0","环境：5.0","服务：5.0","","商场比较大，逛起来不压抑，吃的东西也很多，喜欢这里，遛娃也可以。","2021-11-12 19:23"
"语嫣宁宁","设施：5.0","环境：5.0","服务：5.0","位于王府井步行街前段，算是王府井商业圈最高端的商场了，环境高大上，人流量不算太大，奢侈品品牌很多，有...","位于王府井步行街前段，算是王府井商业圈最高端的商场了，环境高大上，人流量不算太大，奢侈品品牌很多，有我很喜欢的LOEWE，所以偶尔来逛一下，停车很方便，也有几家不错的餐厅可以逛完休息吃点东西，整体氛围很好。","2021-11-12 14:57"
"丹_4453","设施：5.0","环境：5.0","服务：5.0","","掏空我钱包的商场，第一次来收了一支Gucci贝壳。第二次来赶上LV快闪店收了一支新邮差。第三次过几年再去吧，哈哈哈哈哈","2021-11-08 23:10"
"艳艳","设施：5.0","环境：5.0","服务：5.0","","大牌云集的一个商场。连卫生间都是那么上档次,也是觅食的好去处。","2021-11-08 12:11"
"三分姜戈","设施：5.0","环境：5.0","服务：5.0","","在我心里，是北京最舒适的商场，没有第二。喜欢😘
好几个季节的相片，处处注重细节和布局，洗手间就赢了","2021-11-08 04:01"
"penny_2652","设施：5.0","环境：5.0","服务：5.0","","又到圣诞季。。每次宝上课就来中环溜达下，不错的购物场所，很时髦～餐饮、服装品牌很全，也有不错的蛋糕咖啡店。草坪四合院四季皆风景～","2021-11-08 00:39"
"周若雪Patty","设施：5.0","环境：5.0","服务：5.0","作为一名土生土长的北方人，对冬天、初雪、圣诞的期待可是深植于骨子里的。
今年入冬暂时还没等来零星雪迹...","作为一名土生土长的北方人，对冬天、初雪、圣诞的期待可是深植于骨子里的。
今年入冬暂时还没等来零星雪迹颇感遗憾，一听说王府中環乐享冬季的主题活动立马速速来打卡啦！
📍精准打卡地：王府中環三层
这次活动阵仗很大，分为三片展区，个人最爱奇幻的[御雪之境]，毕竟是个单板girl来的🤭
🏠冰雪小镇
酷爱冬季运动的姐妹们，平时咱们最爱买的十几个国际知名冬季运动、户外生活方式品牌都在这里集合啦，比如BOGNER、ROSSIGNOL、BURTON和ANN STEEGER等。大型买买买现场，场景布置的俏皮可爱，冬味儿十足，还有定期举办的趣味互动体验，要看准时间来shopping鸭。
🏠雪镇小屋
即将开放，可以探寻BURTON冬日公园和ROSSIGNOL百年历史长廊，逛累了可以在这里找到温暖的宝藏小憩地山麓客堂
🏠御雪之境
🏂滑雪爱好者没人不知道BURTON吧？“御雪之境”就是BURTON这次做的国内首个聚焦单板滑雪文化展览，6号开展我就速速赶到现场了！
整个文化展凝聚了单板文化从诞生到现在的发展历程和数十块传奇雪板的重现，连BURTON 品牌创始人的单板工作室都被搬到活动现场复原了！
最值得一探究竟的是现场展出的BURTON全球首发最新装备，助力冬奥会的冰雪健儿，可以说是骨灰级单板人的天堂了。
奇幻打卡☞像我这种普通滑雪爱好者，除了涨知识的部分，艺术展是百分百吸引我的。BURTON和三位国际顶级当代艺术家合作的 单板 x 当代艺术 跨界装置太太太精妙了，3D玄幻的身临其境的单板体验，单板的银色科技赛博朋克风都超级出片，3D装置下任意一个小视频都有未来感的雪场体验。两小时收获一堆大片hhhhh
⏱活动时间：2021.11.1-2022.3.31
⏱单板滑雪艺术展时间：2021.11.6-2021.12.5（11:00-20:00，19:30停止入场哦）
特别提醒：需提前在王府中環微信公众号推文预约报名参观
 
抓紧打卡❗","2021-11-07 14:29"
"happysky","设施：4.5","环境：4.5","服务：4.5","跟着小朋友在中环广场里吃喝玩儿乐，虽然是周五的晚上，我们来的时间还是很合适的，都不用等位。吃完意餐后...","跟着小朋友在中环广场里吃喝玩儿乐，虽然是周五的晚上，我们来的时间还是很合适的，都不用等位。吃完意餐后又逛了一圈，出门时无意中发现了这个灯—-太美了！太美了！太美了！这个设计也非常的梦幻、奇异而又迷人","2021-11-06 14:07"
"谁是贝卡","设施：5.0","环境：5.0","服务：5.0","We Ride Together
国内首个单板文化艺术展开幕
第一次看到滑雪和艺术的结合
致敬极限运动
.
.
地址：王府中...","We Ride Together
国内首个单板文化艺术展开幕
第一次看到滑雪和艺术的结合
致敬极限运动
.
.
地址：王府中环三层
展期：11月6日-12月5日
时间：每天11:00-20:00（19:30停止进场）
.
.
本次展览有三位国际顶级艺术家跨界
Graham Hudson
Rejane Cantoni
XXXL
展览中最值得一提的是Burton十块传奇雪板
价值无限♾️是单板人的爱了🏂
顺便跟随影像
看看四十四年来单板运动的历史进程
.
.
展览另一大亮点就是Burton创始人Jake Burton
各种手稿、图片、影像和工作室复原的场景
致敬单板之魂
.
.
💰免费展览
王府中环小程序预约即可
或者去王府的wechat跳转预约","2021-11-06 11:59"
"meiyouyongqi","设施：5.0","环境：5.0","服务：5.0","","感觉是北京最舒适又美味的商场了。餐厅、咖啡厅都水准很好，商场设施都收拾得闪闪发光。每次都能逛的很舒心。

西楼外面的广场夏天办过咖啡节，冬天还有滑冰场，很好玩。","2021-11-04 12:21"
"嬿嚟","设施：5.0","环境：5.0","服务：5.0","有了宝宝以后就没怎么在去过王府井，前段时间，带着我的宝宝一起去王府井转了转，我们从步行街一家一家的吃...","有了宝宝以后就没怎么在去过王府井，前段时间，带着我的宝宝一起去王府井转了转，我们从步行街一家一家的吃呀，逛呀，非常的开心，还买到了自己喜欢的个孩子喜欢的，里面的装饰也非常的不错，以后有时间还会来这里消费消费！","2021-11-03 17:00"
"蛆澄氏","设施：5.0","环境：5.0","服务：5.0","王府中环是香港置地在北京打造的时尚高端生活中心，坐落首都商业和政治核心地带，其设计与规模均巧妙融合了...","王府中环是香港置地在北京打造的时尚高端生活中心，坐落首都商业和政治核心地带，其设计与规模均巧妙融合了王府井的历史底蕴与精粹，不仅向王府井的历史致敬，也助力王府井重新焕发生机。在北京宠物友好的商业中心并不多，王府中环以他特有的方式告诉大家，宠物友好和商业并不冲突。点赞。","2021-11-03 13:59"
"小绿禾页","设施：5.0","环境：5.0","服务：5.0","今年最最期待的夏永康摄影展📹Mood情绪
王家卫御用摄影师

一共有八个情绪主题 很多经典影片的照片都在展...","今年最最期待的夏永康摄影展📹Mood情绪
王家卫御用摄影师

一共有八个情绪主题 很多经典影片的照片都在展览中能欣赏到

时间⌚️：2021.10.22-2021.11.28 每逢周一闭馆
地址：19号府 东城区王府井大街269号王府中环西侧院贝子府","2021-11-02 14:38"
"陌上落花微雨","设施：5.0","环境：5.0","服务：5.0","","我是真的太喜欢王府中环了！除了商户还是稍微少了一点，其它的都太棒了，尤其是干净宽敞的卫生间","2021-11-02 13:32"
"老穷逼","设施：5.0","环境：5.0","服务：5.0","以前的王府井小吃街拆掉盖的，取代in88成了王府井档次最高的商场。不知道谁消费得起，反正我是买不起。里面...","以前的王府井小吃街拆掉盖的，取代in88成了王府井档次最高的商场。不知道谁消费得起，反正我是买不起。里面厕所非常干净，阿姨打扫得非常细致，空气味道香喷喷的，十分舒适。作为土生土长的北京屌丝，拉低了整体消费水平，实在惭愧","2021-11-01 14:18"
"点小评9409504129","设施：5.0","环境：5.0","服务：5.0","","环境特别好 里面的卫生间大概是北京商场里最好的了吧 里面还有很多喜欢的餐厅","2021-11-01 15:55"
"updownupdoen","设施：5.0","环境：5.0","服务：5.0","","就是王府井整体牌子能更全些就更好了","2021-10-30 20:22"
"Lucky","设施：4.0","环境：4.0","服务：4.0","来打卡王府中环的夏永康“MOODS”情绪摄影展。位置在中环后面的四合院，本身四合院就自带气质，再搭配上夏...","来打卡王府中环的夏永康“MOODS”情绪摄影展。位置在中环后面的四合院，本身四合院就自带气质，再搭配上夏永康的经典摄影作品，熟悉的情节和面孔，静静地品味一场视觉盛宴。四合院的几间房间作为展厅，每个展厅有不同的情绪主题，也采取不同的形式。有大幅巨作，有黑白系列，有视频展示，有色彩冲击……不愧为王家卫御用摄影师，每张图片都跳跃着不同的情绪。
在点评上就可以买票，50元，到门口有服务人员验票，很方便","2021-10-28 21:29"
"匿名用户","设施：4.5","环境：5.0","服务：5.0","王府中环主打高端零售，集消费、文化、艺术及体验于一体，加上环境舒适优越，可以做为休闲散步、追求美妙感...","王府中环主打高端零售，集消费、文化、艺术及体验于一体，加上环境舒适优越，可以做为休闲散步、追求美妙感觉的场所。
这里大牌时装、包包、化妆品、首饰专柜云集，包括Gucci、Loewe、Prada等。在王府中环 ，享受潮流的同时，也享受能使自己变美的方式，了解和体验艺术文化带来的丰富精神生活的层面的品味。","2021-10-27 10:55"
"霈女王.模特_8030","设施：5.0","环境：5.0","服务：5.0","咖啡青年节一定一定要去参加，现场抢票都抢不到，身为咖啡怪的我肯定不会错过，除了人山人海要排队以为，其...","咖啡青年节一定一定要去参加，现场抢票都抢不到，身为咖啡怪的我肯定不会错过，除了人山人海要排队以为，其他体验都很好，咖啡都可以免费品尝，当然都有购买，咖啡豆，挂耳式，手冲咖啡都有，还有手工饼干，牛奶燕麦奶，蛋糕，咖啡酒等等等等，集齐印章还有礼品赠送，王府中环的环境也很好，总体评价very good","2021-10-26 15:37"
"果汁伯伯","设施：5.0","环境：5.0","服务：5.0","非常高大上一个购物中心，在王府井这个地段，新开的，低调奢华有内涵。
据说地库很不错，是很多网红的打卡...","非常高大上一个购物中心，在王府井这个地段，新开的，低调奢华有内涵。
据说地库很不错，是很多网红的打卡地。
进门就是很多奢侈品牌，这里面的选店也都不徐错，分东西区，西区的还有言几又，经常去逛一逛的地方。整体满分没。。。","2021-10-25 17:33"
"不骑车的skier不是好胖子","设施：5.0","环境：5.0","服务：5.0","王府中环是我目前最喜欢的商场之一
主要原因是因为停车场和洗手间
停车场在非营业时间，也可以停车和取车
...","王府中环是我目前最喜欢的商场之一
主要原因是因为停车场和洗手间
停车场在非营业时间，也可以停车和取车
只是稍微注意一下非营业时间，如果挺到了，地下三层或四层的话，请尽量做直梯而不是扶梯。
因为扶梯有可能不开，或者是扶梯开了，但是扶梯通往停车场的透明玻璃门不开。

洗手间更不用说了北京有名的最干净洗手间之一
能和它比的我觉得就是侨福芳草地和S K P高楼层的洗手间。","2021-10-24 16:35"
"小花猫的大灰狼","设施：5.0","环境：4.5","服务：5.0","王府中环可能是全北京最高端的商场了整体商场都特别的干净，停车也非常的方便地阔车呗非常充足，此外，还可...","王府中环可能是全北京最高端的商场了整体商场都特别的干净，停车也非常的方便地阔车呗非常充足，此外，还可以用积分来的停车费用真的很不错呢，特别要提的是他们家的厕所超级干净，真的是非常的豪华，可以说是，而且都是大声地哄手机非常的高级。","2021-10-23 20:19"
"幸福的旅人","设施：4.0","环境：5.0","服务：5.0","","高档购物商场,内有文华东方酒店(服务各方面相当细致、唯一缺点早餐不够好), 购物商场餐厅选择不够多, 后方有个美丽的草皮，还有办展的19号王府, 周边有露天咖啡座, 整个商场最喜欢这裏环境不错。","2021-10-23 15:20"
"匿名用户","设施：0.5","环境：0.5","服务：0.5","","对于王府中环我只能呵呵了，这不让座那不让做 服务态度赶上谁欠他签了","2021-10-23 10:52"
"匿名用户","设施：2.0","环境：2.0","服务：2.0","","来这里买法国牌子的衣服，很喜欢。但商场的保安素质低，看着像土匪，不会再来！","2021-10-21 12:43"
"匿名用户","设施：3.0","环境：3.5","服务：1.0","商场环境是真不错，在王府井算不错的去处，食物也美味，外面还有拍电影的，不知道是谁演的，一大帮人挺有意...","商场环境是真不错，在王府井算不错的去处，食物也美味，外面还有拍电影的，不知道是谁演的，一大帮人挺有意思。但是服务人员能力配不上啊，昨天晚上吃完涮锅子和闺蜜到一层，工作人员坐在服务台里面低着头看电脑，不走过去我们都不知道里面有人，怎么问点问题也是冷冰冰的态度，各种不确定样子比我们还迷茫……","2021-10-21 09:46"
"咖啡泡香菜1031451246","设施：4.5","环境：4.5","服务：4.5","对于平时自己不逛商场的我来说这家商场没听说过（惭愧），据说也是家奢店，里面很多名牌店和潮店。
       ...","对于平时自己不逛商场的我来说这家商场没听说过（惭愧），据说也是家奢店，里面很多名牌店和潮店。
        商场很大分成东西两部分，西部稍小。整体感觉低调奢华和宽敞大气，世界大牌和小众品牌都有，眼花缭乱的。人不多，让商场更显出空间的巨大。虽如此女人仍旧是这里的主力，莺歌燕舞花枝招展的穿梭在各家店铺里。","2021-10-19 10:02"
"天宇爱吃","设施：4.5","环境：5.0","服务：4.5","去北京之前收藏了好多店铺，有几家在这里，

第一天便去打卡啦，位于王府井步行街，是比较高端的商场，

由...","去北京之前收藏了好多店铺，有几家在这里，

第一天便去打卡啦，位于王府井步行街，是比较高端的商场，

由两栋楼组成，环境非常不错，喜欢这个色调，商场里人不多很安静，

很多地方布置的比较艺术，卫生间也很不错，设施很新，指引很清晰，

一层品牌都是相对高端的，顶楼餐饮也都是非常值得体验的，整体感受很棒。","2021-10-18 21:24"
"phantom_sr","设施：5.0","环境：5.0","服务：5.0","王府井的扛把子 成为继国贸 太古里 skp之后有一根据地……自从开业来了无数次 环境超级好 还有闻名全北京的...","王府井的扛把子 成为继国贸 太古里 skp之后有一根据地……自从开业来了无数次 环境超级好 还有闻名全北京的著名高端洗手间。喜欢来这里吃西式轻食 rug cheesecake 都八错……商场里的品牌在不断调整 一层眼见要变成重奢聚集地了 棒","2021-10-18 15:06"
"就想换个名字","设施：5.0","环境：5.0","服务：4.5","贫民窟女孩每次逛王府井都自动忽略王府中环，这次为了打卡朋友推荐的OVV，顺便进来逛了逛，发现意外的好逛...","贫民窟女孩每次逛王府井都自动忽略王府中环，这次为了打卡朋友推荐的OVV，顺便进来逛了逛，发现意外的好逛，有很多我喜欢的牌子，除了性价比超高的OVV和COS，还有tommy，theory ，erdos，都是很好穿的牌子，款式都很新好看，可以坐等折扣季。","2021-10-18 09:50"
"子鸳","设施：4.5","环境：4.5","服务：4.5","王府中环的停车场对于开了4年车 依然是新手的我 十分友好～～商场内一般隔一段时间就会换一批装置艺术[调皮...","王府中环的停车场对于开了4年车 依然是新手的我 十分友好～～商场内一般隔一段时间就会换一批装置艺术也会办一些展览 很受年轻人喜欢 对小朋友也很友好～母婴室很干净 用品也齐全 奢侈品牌较多 款式还算全 主要是餐厅都还不错","2021-10-16 08:51"
